video_id,item_type,upload_type,first_level_category_name,second_level_category_name,third_level_category_name,fourth_level_category_name
8882,0,14,12,206,284,32
7407,0,7,21,78,257,32
63094,0,14,21,65,89,32
19341,0,7,34,69,322,32
15099,0,14,9,107,284,32
31037,0,29,22,62,284,32
44744,0,14,2,145,3,32
31418,0,14,11,117,284,32
50767,0,14,5,206,284,32
68233,0,14,21,23,284,32
25343,0,7,34,206,284,32
40158,0,14,23,49,284,32
41975,0,14,24,206,284,32
10319,0,24,11,206,284,32
7306,0,7,17,143,284,32
38280,0,7,33,245,284,32
15233,0,7,1,54,131,32
6739,0,14,1,12,284,32
58152,0,21,2,145,3,32
57951,0,7,30,206,284,32
39553,0,29,16,115,284,32
8513,0,24,9,200,284,32
56330,0,7,1,54,131,32
19062,0,19,25,141,284,32
4826,0,14,27,236,391,32
41403,0,29,17,143,284,32
63517,0,29,21,206,284,32
4893,0,29,30,71,284,32
64394,0,7,35,99,284,32
60460,0,29,7,110,284,32
16375,0,29,2,206,284,32
64708,0,19,26,229,284,32
57380,0,14,2,145,0,32
64912,0,19,26,106,284,32
43507,0,24,24,206,284,32
62010,0,14,13,127,284,32
38830,1,28,31,202,281,32
48228,0,7,22,113,284,32
66658,0,24,33,197,284,32
12722,0,7,21,149,284,32
48378,0,24,19,163,284,32
57601,0,24,2,145,0,32
58568,0,15,25,206,284,32
15215,0,14,21,23,284,32
20013,0,13,34,69,284,32
23692,0,19,9,107,284,32
67120,0,14,9,107,284,32
13771,0,14,0,206,284,32
33511,0,7,22,113,284,32
54421,0,7,0,194,284,32
46707,0,14,29,206,284,32
20792,0,14,22,191,284,32
38867,0,14,19,164,284,32
2789,0,24,19,163,284,32
58364,0,7,27,236,284,32
6090,0,14,2,145,3,32
18606,0,24,13,127,284,32
27282,0,14,12,121,284,32
5266,0,14,32,187,353,32
53650,0,7,2,206,284,32
36828,0,14,16,206,284,32
13361,0,24,13,127,284,32
69581,0,29,1,206,284,32
1992,0,24,24,206,284,32
34762,0,14,24,206,284,32
22825,0,24,13,127,284,32
46651,0,7,17,206,284,32
40534,0,7,33,245,284,32
7633,0,7,29,259,284,32
11808,0,14,2,145,3,32
17034,0,7,34,206,284,32
18635,0,14,9,107,284,32
46389,0,14,9,107,284,32
36153,0,7,13,94,284,32
57112,0,14,5,206,284,32
44957,0,14,2,243,258,29
25297,0,14,34,69,284,32
50044,0,14,9,107,284,32
22923,0,24,32,187,294,32
22930,0,14,21,65,89,32
65067,0,14,32,206,284,32
22447,0,14,10,184,284,32
3781,0,14,2,206,284,32
34309,0,14,11,92,266,32
13442,0,14,9,107,284,32
24488,0,29,21,78,257,27
9912,0,14,9,107,284,32
58142,0,4,33,139,284,32
51860,0,14,22,206,284,32
22924,0,24,21,149,4,32
22308,0,1,34,206,284,32
11759,0,29,29,272,130,32
27493,0,7,13,130,284,32
41066,0,24,33,245,284,32
62020,0,4,33,139,284,32
14134,0,14,9,107,284,32
3597,0,7,32,195,284,32
63428,0,14,4,154,284,32
17506,0,14,22,206,284,32
54893,0,29,25,131,110,32
65422,0,29,22,22,90,32
23360,0,14,17,206,284,32
7579,0,14,34,69,284,32
23557,0,29,9,107,284,32
41295,0,7,22,206,284,32
457,0,7,13,130,284,32
68364,0,14,5,90,252,32
61733,0,7,33,139,284,32
18374,0,14,9,107,284,32
34238,0,24,24,206,284,32
50102,0,29,29,272,130,32
37285,0,14,31,206,284,32
13266,0,29,9,200,123,32
15065,0,29,21,78,329,32
44003,0,24,27,180,332,32
61868,0,24,24,206,284,32
31698,0,24,33,139,284,32
66639,0,14,29,68,217,32
23120,0,24,35,224,284,32
69279,0,14,24,206,284,32
8455,0,7,1,206,284,32
54123,0,29,34,69,284,32
43923,0,14,2,145,3,32
34447,0,24,33,139,284,32
836,0,14,2,145,3,32
21489,0,29,9,107,284,32
60989,0,14,25,131,284,32
60584,0,7,13,130,284,32
44105,0,14,5,206,284,32
3998,0,29,2,206,284,32
60040,0,14,10,291,284,32
42982,0,7,21,78,257,32
31704,0,14,29,272,130,32
39207,0,29,9,107,284,32
8419,0,14,12,206,284,32
40727,0,7,1,178,344,32
46044,0,14,32,187,353,32
68212,0,7,13,206,284,32
27420,0,29,17,143,284,32
69653,0,14,24,206,284,32
15130,0,14,21,23,284,32
39581,0,7,27,280,284,32
55120,0,14,13,127,284,32
23989,0,23,2,206,284,32
48128,0,19,1,206,284,32
54955,0,24,5,90,251,32
48720,0,14,0,194,284,32
40914,0,14,16,75,284,32
369,0,29,9,107,284,32
29888,0,14,10,37,284,32
21333,0,7,24,206,284,32
36737,0,14,17,66,284,32
41764,0,14,9,107,284,32
31780,0,7,33,245,284,32
43901,0,14,1,206,284,32
25435,0,7,24,206,284,32
25175,0,14,17,206,284,32
22239,0,14,2,206,284,32
56446,0,14,9,107,284,32
15208,0,24,1,206,284,32
34740,0,29,21,166,368,32
18870,0,24,27,236,391,32
52253,0,29,31,202,281,32
13427,0,7,17,143,284,32
23347,0,7,22,113,284,32
52512,0,14,1,9,284,32
40788,0,7,32,36,46,32
59912,0,14,21,78,257,14
62872,0,29,24,206,284,32
5124,0,29,21,206,284,32
50479,0,29,22,62,284,32
19675,0,29,9,107,284,32
37810,0,29,26,123,284,32
23561,0,24,10,206,284,32
69596,0,24,24,206,284,32
19118,0,28,34,69,122,32
14985,0,7,22,206,284,32
48002,0,24,10,206,284,32
67681,0,7,24,206,284,32
15821,0,24,35,224,284,32
14901,0,7,7,104,284,32
39629,0,14,17,143,284,32
48844,0,14,1,54,131,32
31023,0,14,26,223,284,32
14497,0,5,33,245,284,32
6146,0,7,31,202,281,32
1315,0,14,9,107,284,32
39527,0,24,25,207,284,32
62974,0,29,22,62,284,32
62884,0,7,1,12,284,32
19797,0,29,27,280,284,32
50541,0,7,7,206,284,32
15135,0,7,24,206,284,32
1983,0,24,17,143,284,32
6970,0,24,33,139,284,32
9337,0,14,17,143,284,32
1272,0,29,29,272,130,32
22476,0,24,33,245,284,32
8520,0,15,1,54,384,32
23165,0,7,10,291,284,32
50072,0,7,10,184,284,32
37001,0,14,34,69,284,32
31128,0,5,34,206,284,32
65392,0,7,34,69,284,32
14775,0,7,22,206,284,32
55707,0,14,36,285,284,32
9605,0,7,17,206,284,32
28367,0,7,33,139,284,32
19295,0,13,24,206,284,32
13389,0,15,16,206,284,32
55333,0,7,21,23,284,32
36187,0,7,13,130,284,32
49545,0,14,3,35,284,32
10402,0,5,34,69,267,32
6038,0,7,13,127,284,32
61418,0,24,27,206,284,32
62898,0,24,22,62,284,32
58749,0,7,5,206,284,32
54346,0,7,13,130,284,32
45354,0,14,19,40,43,32
63071,0,29,27,206,284,32
3747,0,21,27,236,391,32
6670,0,28,13,206,284,32
53013,0,7,17,143,284,32
24968,0,7,21,65,89,32
40223,0,24,7,206,284,32
16741,0,7,18,192,284,32
9273,0,7,24,206,284,32
37741,0,19,24,206,284,32
4399,0,24,1,54,384,32
39079,0,14,0,206,284,32
3692,0,7,32,126,174,32
63037,0,7,32,177,284,32
7866,0,19,10,206,284,32
10174,0,14,18,109,284,32
66459,0,7,13,127,284,32
30878,0,7,10,206,284,32
66502,0,14,19,163,284,32
21399,0,13,33,139,284,32
32015,0,7,0,203,64,32
11043,0,24,32,187,294,32
19377,0,14,5,206,284,32
58579,0,7,34,69,284,32
35352,0,24,19,206,284,32
51763,0,7,19,206,284,32
62747,0,7,21,65,89,32
24920,0,14,24,206,284,32
49607,0,7,10,37,284,32
45705,0,7,13,127,284,32
41581,0,14,1,54,384,32
9859,0,24,22,206,284,32
41272,0,14,9,200,396,32
38479,0,14,13,127,284,32
68849,0,24,24,206,284,32
13569,0,14,1,54,384,32
67729,0,14,32,36,46,32
58588,0,14,13,112,284,32
65908,0,7,12,256,166,32
33580,0,14,2,145,3,32
44591,0,14,24,206,284,32
35789,0,14,13,127,284,32
17037,0,24,22,191,284,32
21357,0,24,24,206,284,32
63058,0,23,0,206,284,32
54724,0,14,21,23,284,32
19907,0,14,1,206,284,32
38960,0,7,33,139,284,32
14886,0,24,16,247,284,32
23488,0,7,22,206,284,32
64687,0,19,14,19,63,32
15326,0,7,21,206,284,32
21152,0,24,25,131,110,32
39267,0,7,13,127,284,32
47244,0,14,2,145,3,32
36427,0,24,24,206,284,32
64365,0,15,10,184,284,32
34520,0,7,33,139,284,32
58754,0,7,9,107,284,32
19793,0,7,21,65,89,32
23503,0,14,34,69,284,32
69357,0,29,32,36,284,32
14412,0,7,0,41,56,32
19901,0,7,21,149,284,32
2892,0,7,34,206,284,32
66858,0,29,24,206,284,32
30963,0,14,22,206,284,32
38510,0,7,24,206,284,32
68013,0,29,4,154,284,32
56176,0,24,17,143,284,32
41662,0,23,33,245,284,32
8552,0,14,1,206,284,32
57247,0,24,15,206,284,32
43342,0,24,34,7,88,32
12992,0,22,1,54,384,32
40460,0,7,1,54,384,32
3083,0,14,22,240,37,32
48546,0,14,22,113,284,32
3442,0,24,27,236,391,32
20980,0,14,27,236,391,32
55759,0,15,1,206,284,32
25552,0,14,13,206,284,32
5710,0,23,22,13,284,32
51328,0,24,35,224,284,32
1587,0,14,28,100,284,32
40350,0,24,2,145,0,32
23739,0,24,17,206,284,32
66591,0,29,1,54,131,32
1994,0,14,28,206,284,32
50055,0,7,13,206,284,32
14104,0,24,35,206,284,32
34706,0,14,34,206,284,32
51263,0,24,0,41,56,32
46585,0,7,9,107,284,32
22855,0,24,22,191,284,32
32383,0,21,2,206,284,32
8495,0,14,1,12,284,32
49862,0,7,34,69,122,32
14916,0,24,22,206,284,32
67542,0,14,33,139,284,32
16604,0,24,21,166,368,32
38386,0,14,5,52,284,32
10161,0,14,22,206,284,32
42771,0,14,27,180,332,32
51683,0,7,19,206,284,32
52172,0,29,9,200,215,32
57019,0,24,19,163,284,32
51651,0,14,22,189,284,32
31338,0,7,34,206,284,32
44866,0,7,0,206,284,32
46866,0,24,24,206,284,32
37979,0,23,35,224,284,32
753,0,13,19,163,284,32
10771,0,24,18,109,284,32
48603,0,24,32,187,294,32
34130,0,29,24,206,284,32
629,0,7,22,113,284,32
52034,0,24,24,206,284,32
25672,0,14,13,127,284,32
15359,0,29,21,166,156,32
17931,0,7,21,78,257,32
65438,0,19,13,127,284,32
65155,0,14,17,206,284,32
10591,0,14,17,143,284,32
51629,0,14,17,143,284,32
56281,0,14,29,68,217,32
61157,0,14,1,206,284,32
51830,0,7,27,206,284,32
3245,0,7,17,143,284,32
10245,0,14,13,127,284,32
46996,0,14,13,127,284,32
38709,0,14,32,187,294,32
34483,0,14,27,180,284,32
46891,0,7,33,139,284,32
67447,0,14,16,206,284,32
46908,0,14,19,206,284,32
17246,0,24,21,23,284,32
22117,0,7,19,116,284,32
3416,0,13,25,207,284,32
67415,0,24,2,14,284,32
26780,0,14,21,149,284,32
61764,0,13,24,206,284,32
22589,0,7,13,130,284,32
561,0,24,27,206,284,32
29796,0,14,27,280,284,32
45785,0,29,25,207,284,32
24068,0,29,26,223,284,32
37376,0,29,17,206,284,32
45293,0,7,27,236,391,32
47259,0,14,17,206,284,32
46728,0,7,34,69,284,32
7665,0,29,3,31,68,32
19072,0,24,14,146,284,32
1848,0,24,1,12,284,32
9613,0,7,17,222,284,32
7076,0,14,31,142,95,32
14168,0,14,34,69,284,32
64793,0,7,21,65,89,32
31631,0,7,32,195,284,32
27821,0,19,17,143,284,32
9674,0,7,13,127,284,32
40988,0,7,21,23,284,32
16548,0,24,35,99,284,32
29914,0,14,21,149,286,32
2776,0,14,22,274,284,32
60820,0,14,2,145,3,32
67709,0,7,28,100,284,32
61509,0,7,26,228,284,32
9690,0,29,9,107,284,32
54156,0,14,17,143,284,32
58493,0,7,35,224,284,32
41514,0,14,9,200,284,32
66608,0,7,10,184,284,32
52463,0,14,21,23,284,32
62799,0,29,9,107,284,32
10156,0,14,11,92,284,32
2615,0,7,34,69,284,32
58040,0,14,30,206,284,32
38385,0,14,27,206,284,32
43099,0,7,1,178,344,32
56549,0,13,30,188,41,32
4896,0,24,17,143,284,32
15329,0,21,24,206,284,32
50463,0,29,9,107,284,32
54914,0,23,33,139,284,32
41573,0,14,13,127,284,32
60070,0,24,20,206,284,32
21218,0,14,10,184,284,32
63944,0,14,21,23,284,32
34596,1,28,10,184,284,32
64940,0,24,27,279,199,32
60788,0,14,24,206,284,32
67626,0,14,9,107,284,32
20510,0,24,10,37,284,32
40703,0,14,27,236,248,32
37971,0,14,22,113,284,32
11250,0,24,33,139,284,32
19152,0,7,19,163,284,32
48176,0,14,34,69,284,32
43315,0,29,21,65,89,32
53991,0,24,12,8,365,32
31078,0,13,0,203,282,34
37156,0,14,21,42,369,32
3651,0,14,32,195,284,32
13395,0,14,19,193,284,32
44122,0,24,2,145,3,32
6942,0,24,10,184,284,32
48495,0,29,24,206,284,32
46147,0,29,29,272,130,32
42605,0,7,27,236,248,32
19886,0,7,21,216,284,32
34635,0,7,1,54,131,32
44660,0,23,12,121,284,32
47709,0,7,1,12,284,32
31743,0,14,35,99,284,32
35573,0,14,1,12,284,32
41585,0,14,31,202,281,32
41636,0,29,25,131,110,32
66676,0,7,29,206,284,32
48122,0,29,9,107,284,32
2755,0,29,34,69,284,32
37993,0,14,9,107,284,32
61657,0,14,9,200,123,32
23998,0,14,24,206,284,32
995,0,14,13,127,284,32
67166,0,29,21,65,89,32
3881,0,14,21,23,284,32
58045,0,7,0,203,55,32
27275,0,7,23,206,284,32
43479,0,14,34,69,284,32
52505,0,24,27,206,284,32
37613,0,14,9,107,284,32
15270,0,29,27,236,248,32
57265,0,24,24,206,284,32
41097,0,29,9,107,284,32
47448,0,24,21,42,11,32
44862,0,14,1,54,131,32
19866,0,14,27,236,391,32
29255,0,14,9,107,284,32
35062,0,7,21,65,89,32
16933,0,7,9,107,284,32
30121,0,14,9,200,284,32
17791,0,24,12,206,284,32
56297,0,14,10,184,284,32
15608,0,29,21,78,257,8
41276,0,14,9,200,284,32
51186,0,7,29,68,217,32
27303,0,14,21,65,284,32
23080,0,7,9,107,284,32
61523,0,7,21,65,89,32
65434,0,24,1,206,284,32
49786,0,29,3,206,284,32
67189,0,14,21,23,284,32
212,0,24,24,206,284,32
59642,0,24,18,109,284,32
35301,0,14,12,8,365,32
15619,0,24,10,206,284,32
13678,0,7,2,206,284,32
63156,0,7,21,65,89,32
17641,0,14,27,236,391,32
51023,0,29,27,60,284,32
22193,0,24,19,163,284,32
40479,1,28,22,22,376,32
15218,0,23,2,145,3,32
23340,0,24,22,206,284,32
67787,0,24,24,206,284,32
68990,0,14,2,15,284,32
63176,0,14,27,236,284,32
9592,0,14,27,236,284,32
19323,0,24,24,206,284,32
46884,0,24,2,145,3,32
7741,0,24,30,206,284,32
18871,0,7,13,130,284,32
52757,0,14,32,187,294,32
45900,0,29,13,127,284,32
65164,0,29,25,131,387,32
13956,0,14,14,19,63,32
15870,0,14,13,127,284,32
58258,0,7,21,48,244,32
31643,0,14,17,143,284,32
61794,0,14,13,127,284,32
293,0,14,26,206,284,32
42492,0,7,24,206,284,32
53376,0,23,13,127,284,32
21211,0,7,13,127,284,32
11606,0,24,9,107,284,32
47695,0,7,34,206,284,32
38768,0,7,3,35,284,32
26493,0,14,24,206,284,32
4882,0,7,12,121,259,32
15795,0,24,35,206,284,32
13257,0,7,27,64,284,32
29859,0,29,10,184,284,32
32196,0,7,9,107,284,32
11753,0,14,13,127,284,32
55321,0,14,24,206,284,32
20004,0,14,9,107,284,32
3450,0,24,32,36,45,32
23399,0,14,10,184,284,32
65597,0,24,2,145,3,32
6401,0,14,21,65,89,32
14603,0,7,6,59,20,39
48346,0,24,0,194,284,32
63001,0,14,9,107,284,32
40475,0,7,17,143,284,32
18323,0,28,17,206,284,32
21094,0,14,15,87,14,32
23907,0,24,5,90,252,32
44076,0,24,22,206,284,32
576,0,14,17,206,284,32
7327,0,14,9,107,284,32
37472,0,7,9,107,284,32
44238,0,29,2,206,284,32
26487,0,14,2,243,186,32
66369,0,7,27,236,284,32
16508,0,14,24,206,284,32
34986,0,7,34,69,122,32
30666,0,7,34,206,284,32
63032,0,14,12,206,284,32
36400,0,14,18,109,284,32
50019,0,7,35,224,284,32
7048,0,7,5,52,284,32
31736,0,24,14,146,284,32
46301,0,14,17,143,284,32
31576,0,24,5,90,251,32
26600,0,14,3,206,284,32
5589,0,14,33,139,284,32
12037,0,24,21,65,89,32
25926,0,14,22,206,284,32
67087,0,13,27,64,284,32
53926,0,14,26,223,284,32
15703,0,14,31,202,281,32
35460,0,14,11,103,284,32
54945,0,14,27,236,248,32
31814,0,24,10,291,284,32
59935,0,29,13,127,284,32
43803,0,14,27,280,284,32
5785,0,7,28,58,284,32
39520,0,14,2,145,3,32
50336,0,14,0,4,284,32
14014,0,14,25,131,374,32
14316,0,24,35,224,284,32
42244,0,24,24,206,284,32
16263,0,7,9,107,284,32
11183,0,14,34,69,267,32
44428,0,14,11,92,184,32
267,0,29,27,206,284,32
26273,0,14,33,139,284,32
69266,0,14,35,224,284,32
67491,0,7,21,166,368,32
46126,0,7,32,126,354,32
42236,0,24,32,206,284,32
47822,0,14,24,206,284,32
26373,0,29,29,272,130,32
50128,0,7,17,206,284,32
63329,0,14,9,107,284,32
19493,0,24,5,90,251,32
42788,0,29,27,206,284,32
7271,0,29,3,35,284,32
20585,0,14,24,206,284,32
34656,0,14,22,22,351,32
67954,0,14,9,107,284,32
62452,0,29,22,22,376,32
57087,0,14,10,5,284,32
38432,0,24,27,279,199,32
52301,0,29,34,69,122,32
14747,0,14,13,127,284,32
11321,0,15,33,245,284,32
32358,0,14,34,206,284,32
26602,0,24,36,285,284,32
11876,0,7,22,189,284,32
26162,0,19,22,113,284,32
63075,0,14,24,206,284,32
34259,0,24,24,206,284,32
67333,0,7,21,65,393,32
45835,0,29,36,205,283,10
27266,0,29,1,12,284,32
53357,0,14,10,184,284,32
62531,0,14,0,203,55,32
47619,0,7,28,201,284,32
7596,0,7,10,291,284,32
54190,0,14,12,206,284,32
2507,0,7,33,245,284,32
59816,0,19,10,206,284,32
36650,0,23,21,206,284,32
48171,0,29,9,107,284,32
31372,0,14,27,64,284,32
29725,0,29,26,123,284,32
51590,0,14,22,191,284,32
24805,0,14,0,194,284,32
43413,0,7,21,23,211,32
60679,0,7,28,206,284,32
26190,0,24,25,131,110,32
21532,0,7,9,107,284,32
13778,0,24,13,206,284,32
51697,0,24,21,78,257,32
52847,0,14,21,48,244,32
31685,0,14,34,69,284,32
49112,0,24,1,54,384,32
40085,0,24,15,260,328,32
61908,0,14,7,206,284,32
23227,0,14,24,206,284,32
54404,0,24,11,206,284,32
39669,0,7,2,243,186,32
45014,0,24,33,139,284,32
59819,0,7,21,78,257,32
53393,0,14,21,23,284,32
50606,0,29,9,107,284,32
67666,0,24,28,58,284,32
69650,0,29,0,194,284,32
51524,0,7,21,206,284,32
66447,0,7,9,107,284,32
60135,0,7,1,206,284,32
43087,0,14,1,178,344,32
19156,0,7,12,256,284,32
54595,0,24,22,113,284,32
6228,0,14,22,206,284,32
55554,0,14,6,59,20,9
24426,0,14,21,78,257,8
23014,0,7,10,206,284,32
67577,0,14,26,106,284,32
30463,0,24,10,206,284,32
50765,0,14,6,59,20,30
20564,0,14,33,139,284,32
39820,0,13,10,273,284,32
518,0,14,21,206,284,32
41874,0,24,25,131,273,32
58311,0,29,1,12,284,32
34455,0,29,27,236,248,32
9417,0,24,13,130,284,32
3840,0,29,9,107,284,32
22244,0,29,27,180,390,32
18041,0,29,4,154,284,32
20222,0,7,2,206,284,32
3596,0,24,32,195,284,32
66494,0,7,24,206,284,32
11292,0,29,17,206,284,32
6153,0,24,32,187,294,32
31625,0,7,34,69,284,32
35515,0,13,33,245,284,32
2472,0,14,27,180,332,32
37828,0,7,17,143,284,32
31669,0,24,10,206,284,32
28784,0,24,35,99,284,32
7757,0,29,2,206,284,32
47445,0,24,1,11,284,32
48186,0,7,1,54,131,32
6752,0,24,25,206,284,32
36780,0,29,29,272,130,32
59834,0,24,21,78,257,8
2499,0,7,1,54,131,32
44717,0,22,24,206,284,32
17929,0,29,24,206,284,32
15183,0,7,18,206,284,32
8531,0,14,1,54,384,32
11769,0,29,33,139,284,32
43854,0,7,1,206,284,32
25859,0,29,29,206,284,32
45275,0,13,0,41,57,32
53245,0,7,22,113,284,32
45295,0,13,0,3,284,32
2378,0,29,9,107,284,32
42029,0,7,17,143,284,32
22224,0,29,9,107,284,32
45787,0,14,17,206,284,32
9421,0,14,24,206,284,32
10627,0,15,17,66,284,32
15683,0,29,1,54,384,32
51604,0,7,9,107,284,32
55680,0,29,1,54,384,32
47304,0,29,13,127,284,32
68622,0,14,34,69,284,32
44724,0,7,34,206,284,32
19701,0,14,9,107,284,32
56159,0,14,9,107,284,32
33013,0,14,0,206,284,32
35557,0,21,24,206,284,32
48485,0,14,34,69,284,32
59287,0,7,10,37,284,32
56337,0,19,5,206,284,32
35942,0,23,25,131,387,32
59467,0,21,13,127,284,32
42815,0,13,25,131,110,32
37947,0,7,27,280,284,32
1489,0,14,9,107,284,32
30910,0,29,21,65,284,32
62829,0,29,2,206,284,32
32767,0,14,24,206,284,32
69158,0,19,17,66,284,32
40372,0,24,26,206,284,32
42985,0,7,1,54,384,32
20124,0,7,11,117,284,32
38971,0,24,35,224,284,32
52926,0,7,27,236,391,32
67818,0,24,31,202,281,32
67148,0,28,25,131,293,32
20176,0,13,27,64,284,32
56672,0,7,10,17,284,32
57511,0,7,11,102,284,32
11829,0,14,19,40,43,32
39184,0,14,21,65,89,32
51058,0,13,33,139,284,32
65031,0,14,24,206,284,32
10122,0,14,17,206,284,32
56024,0,29,27,206,284,32
23498,0,29,9,107,284,32
37109,0,7,33,139,284,32
42024,0,24,19,163,284,32
24111,0,13,21,206,284,32
21053,0,29,29,272,130,32
16970,0,28,25,131,62,32
24739,0,29,1,206,284,32
16907,0,29,12,121,168,32
53417,0,14,2,243,258,4
61039,0,7,24,206,284,32
11396,0,14,22,113,284,32
20842,0,24,9,107,284,32
22740,0,24,13,127,284,32
2276,0,7,1,54,384,32
14536,0,24,2,145,3,32
60121,0,24,24,206,284,32
7476,0,7,18,144,284,32
19885,0,29,30,71,284,32
56260,0,14,13,127,284,32
20978,0,24,35,206,284,32
54162,0,24,24,206,284,32
41570,0,22,9,200,373,32
11404,0,29,12,256,155,32
52027,0,14,1,206,284,32
11169,0,24,13,127,284,32
45273,0,24,13,127,284,32
61262,0,7,29,206,284,32
44099,0,14,16,206,284,32
31635,0,14,24,206,284,32
7233,0,7,22,13,284,32
14364,0,23,5,182,284,32
66217,0,7,22,22,376,32
14232,0,7,9,107,284,32
7125,0,14,9,200,373,32
12834,0,14,9,200,396,32
20140,0,24,22,206,284,32
69370,0,14,12,219,284,32
66767,0,29,21,216,284,32
61877,0,14,5,90,252,32
46485,0,29,27,280,284,32
42881,0,14,0,206,284,32
57370,0,14,9,107,284,32
60675,0,24,22,240,284,32
51725,0,14,1,54,384,32
21709,0,28,19,163,284,32
24584,0,14,24,206,284,32
12146,0,14,26,123,284,32
9921,0,24,11,257,284,32
37961,0,7,27,236,383,32
63202,0,7,21,78,257,32
52833,0,14,29,206,284,32
18287,0,24,33,245,284,32
49151,0,29,1,206,284,32
24227,0,14,27,236,391,32
13342,0,14,21,23,284,32
49569,0,7,32,36,284,32
35466,0,29,27,206,284,32
52416,0,14,24,206,284,32
8541,0,14,5,90,252,32
66256,0,14,22,22,376,32
26066,0,29,9,107,284,32
13193,0,14,1,12,284,32
14353,0,7,25,131,387,32
26604,0,24,33,139,284,32
15883,0,24,9,107,284,32
8535,0,29,9,200,284,32
202,0,14,18,144,284,32
66491,0,7,34,69,284,32
51142,0,7,11,117,284,32
21671,0,24,24,206,284,32
42012,0,29,9,107,284,32
233,0,14,9,200,25,32
30601,0,7,22,113,284,32
4236,0,7,21,65,89,32
41682,0,14,9,200,284,32
34847,0,24,24,206,284,32
19349,0,14,5,206,284,32
68562,0,29,29,272,130,32
20776,0,14,25,206,284,32
60774,0,14,2,243,186,32
24602,0,29,27,280,284,32
58840,0,29,29,206,284,32
19642,0,14,22,113,284,32
13766,0,7,9,107,284,32
37652,0,14,1,54,384,32
19471,0,29,16,115,284,32
19872,0,7,9,107,284,32
53573,0,29,1,206,284,32
57140,0,24,22,191,284,32
61613,0,13,26,123,284,32
48482,0,7,17,143,284,32
19314,0,14,34,69,267,32
18143,0,7,17,206,284,32
39206,0,29,31,202,281,32
41790,0,13,11,92,125,32
52502,0,29,2,206,284,32
7753,0,7,32,126,216,32
25393,0,7,31,202,281,32
10227,0,14,19,163,284,32
65514,0,24,25,131,110,32
66458,0,7,5,90,251,32
48584,0,24,17,206,284,32
1211,0,29,25,131,273,32
15744,0,29,26,123,284,32
9795,0,29,32,148,357,32
49157,0,7,24,206,284,32
2766,0,14,22,206,284,32
19673,0,24,24,206,284,32
42659,0,23,25,131,110,32
14352,0,14,27,206,284,32
67386,0,24,25,206,284,32
32011,0,7,10,17,284,32
50838,0,23,35,224,284,32
24717,0,14,32,187,294,32
27839,0,14,13,112,284,32
46881,0,29,17,206,284,32
59859,0,14,21,78,257,8
29761,0,14,9,200,284,32
56763,0,24,22,206,284,32
65408,0,14,32,187,294,32
61531,0,7,6,59,20,30
58928,0,7,33,139,284,32
19371,1,28,0,41,52,32
30476,0,7,24,206,284,32
63484,0,14,9,107,284,32
26982,0,24,31,142,93,32
50725,0,7,9,107,284,32
64887,0,29,21,78,257,32
33214,0,13,24,206,284,32
20276,0,29,11,103,284,32
22442,0,24,33,139,284,32
44699,0,14,27,206,284,32
14754,0,14,5,206,284,32
67398,0,7,25,141,284,32
10149,0,14,3,33,284,32
30952,0,14,22,206,284,32
11732,0,14,18,206,284,32
61093,0,7,21,65,284,32
68414,0,7,35,224,284,32
24380,0,24,22,206,284,32
6394,0,14,13,127,284,32
26123,0,24,35,224,284,32
22725,0,13,33,206,284,32
66146,0,29,24,206,284,32
14492,0,14,24,206,284,32
43878,0,14,9,200,373,32
63617,0,24,33,139,284,32
20135,0,23,19,163,284,32
67420,0,13,24,206,284,32
56809,0,14,9,200,123,32
44910,0,24,27,236,248,32
9037,0,7,29,68,217,32
23734,0,14,36,205,283,10
47844,0,24,17,143,284,32
54978,0,7,5,270,250,32
648,0,19,22,113,284,32
36911,0,7,30,46,284,32
33361,0,14,9,107,284,32
12525,0,29,9,107,284,32
474,0,29,9,107,284,32
19771,0,13,25,131,110,32
55058,0,29,13,127,284,32
38596,0,7,10,37,284,32
20421,0,29,12,121,379,32
44087,0,7,25,131,273,32
14300,0,29,21,149,286,32
31076,0,7,17,143,284,32
56875,0,29,30,188,261,32
4898,1,28,17,206,284,32
31585,0,14,34,206,284,32
24588,0,7,12,206,284,32
30558,0,7,27,206,284,32
23353,0,24,17,206,284,32
44071,0,7,25,131,273,32
36882,0,24,27,206,284,32
53667,0,29,9,107,284,32
23712,0,29,17,206,284,32
32163,0,7,15,206,284,32
13366,0,7,13,130,284,32
65491,0,14,32,195,284,32
46590,0,7,21,23,211,32
19786,0,7,10,184,284,32
42641,0,29,25,131,284,32
61214,0,24,24,206,284,32
67173,0,29,23,89,284,32
17416,0,24,24,206,284,32
37268,0,29,21,166,156,32
25988,0,14,1,54,384,32
9964,0,24,32,36,46,32
4905,0,29,21,78,257,8
6187,0,14,9,107,284,32
21,0,24,35,99,284,32
63808,0,14,0,194,284,32
24327,0,24,1,12,284,32
67171,0,7,21,206,284,32
24201,0,29,3,206,284,32
14828,0,14,22,206,284,32
18156,0,14,27,236,284,32
57665,0,29,17,221,284,32
38919,0,14,16,77,284,32
3858,0,14,22,191,284,32
49386,0,14,12,121,284,32
55396,0,14,28,276,284,32
2361,0,7,31,202,281,32
12573,0,24,22,191,284,32
25439,0,7,2,145,3,32
47347,0,14,19,206,284,32
