user_id,onehot_feat1,onehot_feat2,search_active_level,reco_active_level
131,5,2,3,2
218,2,2,3,0
249,3,2,3,1
35,2,2,3,1
1548,2,1,4,3
490,2,1,4,2
584,2,1,3,1
1466,3,2,3,1
535,7,2,0,3
638,3,2,0,2
340,2,1,5,0
460,5,1,3,1
956,5,1,0,0
997,3,2,0,3
234,5,2,4,3
695,3,2,0,1
458,6,1,0,1
1143,7,2,0,2
1172,4,2,5,2
1084,2,2,5,0
987,2,2,4,1
1514,2,1,4,2
110,3,1,4,3
147,2,2,4,1
1322,5,2,5,3
116,4,1,4,3
966,7,1,5,3
356,5,1,3,1
1636,7,1,5,3
1145,3,2,3,2
1483,7,1,3,3
75,4,2,3,2
758,1,2,4,1
1782,1,2,6,2
1526,2,1,0,0
1729,1,2,3,1
261,2,2,0,1
474,4,2,0,0
499,6,2,3,2
1190,5,1,0,3
1214,1,2,3,1
424,3,1,3,1
27,3,2,4,2
667,4,2,3,2
754,3,2,5,3
755,2,1,0,1
1633,2,1,0,2
1306,2,2,4,1
61,1,2,4,1
1278,2,2,4,2
876,3,1,3,1
905,3,2,4,1
1021,5,2,0,3
1114,7,1,3,1
429,7,1,5,3
1527,4,2,0,2
595,6,2,3,1
1489,3,1,3,2
417,2,2,0,2
1312,6,1,0,1
1012,7,2,3,3
1161,2,2,0,2
246,3,1,0,1
931,5,1,0,2
1026,6,2,0,0
427,5,1,3,0
1301,3,1,3,1
440,5,1,0,0
600,5,2,0,0
883,7,1,3,2
1077,2,2,3,2
990,3,2,3,0
431,2,1,0,3
1735,6,1,3,0
39,2,1,5,2
593,2,2,0,3
197,2,2,0,2
379,2,1,3,0
1634,6,2,4,3
828,3,1,3,2
1062,4,1,0,3
1642,2,1,4,1
476,3,2,4,2
482,7,1,0,2
463,7,2,5,3
289,7,1,0,2
1656,5,1,3,0
252,5,1,3,3
842,7,2,0,2
1391,5,1,0,0
716,7,2,0,0
305,4,1,3,3
852,2,1,0,0
1462,5,1,5,3
480,4,1,3,3
1049,1,2,0,2
1694,3,2,0,1
1740,5,1,5,3
1157,5,1,4,2
1576,6,1,4,3
776,5,1,0,2
968,6,2,6,2
314,2,2,4,1
1130,4,1,0,0
213,2,2,0,1
26,6,1,3,3
930,5,2,4,3
789,7,2,0,2
1390,5,2,0,2
614,3,1,0,3
1699,3,2,4,3
23,5,2,4,1
488,6,1,0,3
1326,1,2,0,2
423,7,2,3,3
1063,3,1,0,2
327,6,1,4,2
684,1,1,0,1
1236,5,1,0,3
1547,6,1,4,2
1568,5,2,3,1
1409,5,1,3,1
602,6,1,4,3
540,3,2,0,2
441,7,1,3,3
477,7,1,3,3
1146,5,1,4,3
949,4,2,0,1
101,1,2,0,1
630,2,2,3,1
831,4,2,3,3
1767,2,2,3,2
43,4,2,3,3
566,1,2,0,3
307,2,1,3,1
73,2,2,0,3
1263,6,1,4,2
97,5,1,0,3
464,1,1,0,0
1118,5,1,0,2
1371,7,1,0,3
274,7,1,4,0
1605,2,2,3,1
1657,4,1,0,2
233,3,2,0,3
354,2,2,0,2
1379,7,2,4,3
1090,2,1,0,2
1444,4,2,0,2
691,5,2,3,1
1572,5,2,4,1
933,2,2,3,2
1425,7,1,3,3
1368,5,1,0,3
1206,3,1,3,1
632,6,1,0,2
1570,1,2,5,3
731,6,2,0,2
545,3,1,3,3
586,1,1,0,3
1591,5,1,0,2
577,4,2,2,0
1311,6,1,0,2
127,2,2,3,2
90,5,2,3,2
764,4,1,0,1
899,2,2,0,1
342,7,1,6,1
86,2,2,3,0
1068,1,2,0,2
663,1,2,0,3
1663,5,1,0,3
1731,5,2,4,2
1684,7,2,0,3
753,2,2,4,2
326,2,1,0,3
1575,6,2,4,2
496,5,2,0,1
236,2,2,0,1
683,3,1,4,2
384,5,2,3,2
1179,4,1,1,0
1546,5,2,0,2
1680,1,2,4,3
1376,3,2,0,2
703,4,2,4,1
702,6,1,5,3
421,7,1,0,3
1140,5,1,3,2
1649,2,2,3,1
224,5,1,3,1
732,2,1,3,0
1678,7,2,3,2
1126,2,2,0,0
1573,2,1,6,3
262,5,2,5,1
1239,3,2,3,3
1769,2,1,0,2
901,2,1,0,1
40,5,2,0,1
176,1,2,5,3
1497,2,2,3,2
929,2,2,5,2
408,3,1,5,3
1343,6,2,0,3
544,5,2,0,1
862,5,1,4,2
182,2,1,0,3
1555,6,2,3,1
1347,2,2,3,1
770,1,1,4,1
1619,2,1,2,2
851,1,2,3,1
36,5,1,0,3
952,2,1,5,2
388,7,2,4,3
504,2,2,0,2
1606,7,1,4,2
277,2,1,3,1
573,2,1,5,3
1481,2,2,0,1
1498,2,1,5,1
272,5,2,4,2
251,1,2,0,2
1460,2,1,3,0
503,5,2,0,1
192,3,2,3,2
1282,2,2,4,3
1765,5,1,1,0
991,2,1,5,2
1454,2,2,0,0
693,3,1,0,3
320,1,2,4,2
94,1,2,0,2
1623,2,2,4,2
315,2,1,0,3
309,2,1,0,1
982,2,1,0,1
1289,1,2,3,0
1484,5,2,4,3
1189,5,2,4,3
1707,7,1,3,0
330,2,1,0,2
640,7,1,3,3
1098,0,0,3,0
1078,5,2,0,1
1151,3,2,0,3
443,2,1,0,2
413,2,2,0,1
48,7,2,0,3
902,5,1,3,0
3,2,2,0,3
1074,7,1,0,3
217,2,2,0,3
874,3,1,5,3
1574,2,1,3,2
1177,2,2,4,1
1538,5,1,3,2
651,2,2,0,1
1101,2,2,0,0
337,2,2,0,2
914,2,1,3,1
1034,5,2,5,3
1456,3,1,4,2
1245,7,1,0,3
498,1,2,4,2
672,2,2,0,2
390,5,2,0,0
875,2,1,3,1
558,2,1,0,1
1022,2,1,3,0
1626,4,2,6,3
367,2,1,0,2
1340,6,2,5,2
564,1,2,0,3
1493,3,2,0,2
1445,3,1,0,1
288,7,2,3,1
349,3,2,0,3
22,2,2,4,2
152,7,2,3,1
1544,3,1,4,2
757,2,2,6,3
921,2,2,0,2
212,6,2,0,2
780,7,1,3,2
655,2,2,3,2
1299,1,2,0,1
1065,2,1,0,2
1509,2,2,4,2
467,1,2,0,3
787,5,2,0,1
1535,3,2,3,0
767,5,1,4,3
1705,2,2,3,2
1717,5,2,3,1
401,7,2,4,2
592,4,2,4,1
1100,2,1,0,2
194,2,2,5,3
1327,2,2,5,3
1283,2,2,3,1
1534,2,1,0,3
726,2,1,3,0
319,2,2,0,1
925,2,1,0,3
1424,7,1,3,3
209,4,2,3,3
775,4,1,4,2
1144,4,1,3,2
1730,7,1,0,3
455,1,1,0,0
772,4,2,0,1
1712,6,2,0,1
1321,1,2,0,1
345,1,2,0,0
513,2,1,3,2
800,5,2,3,0
636,7,1,0,1
1441,2,2,0,1
506,5,2,0,3
387,7,1,0,1
554,5,2,3,3
1197,5,1,3,0
706,7,1,3,2
1627,4,2,3,0
180,5,2,0,3
943,2,1,0,1
1008,5,1,4,2
1072,5,2,3,1
578,5,2,3,2
117,2,2,0,1
1722,2,2,4,2
1280,2,2,0,3
1147,5,1,3,0
625,0,0,3,1
710,7,2,0,2
1781,7,2,4,2
784,2,2,0,1
1716,5,2,0,3
1166,4,2,5,3
1184,3,1,0,1
848,2,2,5,2
1665,2,2,4,2
537,2,2,0,3
551,2,1,0,2
717,5,1,3,1
549,1,2,0,2
1273,7,1,0,3
649,7,2,3,2
46,4,1,0,2
1389,2,1,3,2
1475,2,2,0,2
1496,5,2,5,1
1728,7,1,3,1
1521,4,1,3,1
1330,4,1,4,3
1317,5,2,0,1
1165,7,1,5,3
591,7,1,4,1
1133,5,2,6,1
1060,6,2,0,3
1264,2,1,4,2
585,1,2,3,1
576,6,1,0,1
523,3,2,4,1
153,5,1,5,3
1351,5,1,3,2
708,4,1,3,0
701,5,1,0,1
238,2,2,0,0
1364,5,2,4,1
313,1,2,0,3
247,7,1,3,2
237,5,1,0,1
1120,5,1,0,0
922,7,1,0,1
399,2,1,0,1
1449,2,1,5,3
1468,2,1,5,3
972,2,2,3,0
1367,5,2,3,1
1539,5,2,4,3
1478,7,2,0,1
132,2,2,0,1
29,4,2,3,1
266,3,2,0,0
669,5,2,4,3
165,2,2,3,2
1216,5,2,0,0
501,3,2,3,1
1150,7,1,3,2
302,2,1,0,2
1217,3,2,3,1
1479,7,1,3,1
1625,2,1,5,3
1092,3,1,5,2
1650,3,2,0,3
1178,2,2,0,2
371,2,2,5,2
468,4,2,0,1
382,3,1,0,2
854,2,2,4,1
621,2,2,4,2
95,4,1,4,2
393,2,2,4,1
1005,1,2,3,0
546,5,2,0,1
206,4,1,3,1
896,2,1,3,1
912,1,2,1,3
1785,5,2,4,3
761,2,1,0,2
1207,2,2,4,0
1438,3,1,3,3
1274,5,2,5,3
1652,5,1,5,0
203,3,2,4,2
400,2,2,0,1
527,2,2,4,0
1589,3,2,0,2
1426,2,1,3,0
992,7,1,3,2
723,5,1,0,3
1285,2,2,0,3
1628,2,2,4,2
534,4,1,3,3
650,7,2,0,0
1677,2,2,0,1
865,2,1,6,1
1662,5,2,0,3
1569,2,2,0,0
781,7,1,4,3
1686,4,2,0,3
872,4,1,0,1
99,7,2,3,3
995,7,2,0,0
359,5,1,5,3
1757,2,1,3,2
1362,2,2,4,0
1760,2,2,3,1
338,2,2,3,0
269,6,1,0,1
961,5,2,4,1
1736,3,2,4,0
105,3,2,5,2
1194,5,1,3,2
785,3,2,5,3
1129,3,2,5,3
1615,3,1,0,1
10,3,1,3,1
827,5,1,0,2
403,3,2,3,3
264,3,2,0,3
219,7,2,4,1
1437,2,2,0,2
1370,3,2,0,2
1447,5,2,0,3
